Name,Position,Club,Division,Nation,Height,Weight,Age,Preferred_Foot,Best_Pos,Best_Role,Value,Wage,CA,PA,Wor,Vis,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pen,Pas,Pac,v1,OtB,Mar,L_Th,Lon,Ldr,Jum,Hea,Han,Fla,Fir,Fin,Dri,Cro,Cor,Cnt,Cmd,Agi,Agg,Aer,Acc
Sam Bellis,ST (C),Southampton,English Premier Division,ENG,179,66,16,Right,ST (C),P,22500,120,55,90,7,5,8,6,2,7,10,3,2,1,7,14,1,14,2,6,6,9,8,9,1,5,8,9,4,4,6,2,1,9,14,2,14
Simone Modugno,"DM, M (C)",Roma,Italian Serie A,ITA,170,57,16,Right Only,M (C),CM,9500,220,45,90,10,10,9,7,7,4,6,2,3,1,12,10,1,3,4,1,6,1,3,5,1,1,14,5,2,5,5,7,1,8,10,2,6
Thimothee Lo-Tutala,GK,Tottenham,English Premier Division,FRA,181,66,16,Right Only,GK,SK,11250,120,50,90,5,5,2,5,1,3,5,10,13,2,5,11,1,2,3,1,1,10,6,1,5,1,1,3,1,2,3,7,7,14,7,8,6
Tommaso Del Rosso,DM,Fiorentina,Italian Serie A,ITA,173,62,16,Right Only,DM,A,5750,220,45,90,10,8,6,6,12,6,6,3,1,1,8,7,1,1,6,1,9,10,5,4,3,1,11,4,2,2,4,3,3,9,4,3,9
Tommaso Di Fusco,GK,Lazio,Italian Serie A,ITA,193,78,16,Right Only,GK,G,7500,220,45,90,5,5,1,6,1,7,1,8,14,1,6,14,1,1,3,1,3,9,11,1,12,2,1,2,3,2,4,6,6,10,12,8,12
Vitor Hugo,"AM (R), ST (C)",Unknown,Italian Serie A,BRA,187,76,22,Right,ST (C),AF,0,0,75,90,10,10,9,14,8,7,8,1,3,6,11,11,1,8,4,3,10,10,9,6,2,10,10,8,8,10,12,5,1,7,9,3,10
Yayah Kallon,AM (RL),Genoa,Italian Serie A,SLE,175,70,17,Left Only,AM (R),IW,40000,220,65,90,11,7,12,7,7,3,7,2,2,2,11,13,1,11,1,2,7,5,4,2,2,12,13,7,13,13,8,7,2,13,6,1,13
Alex Bisagni,D (R),Parma,Italian Serie A,ITA,170,59,18,Right,D (R),FB,8500,220,45,89,6,6,5,6,8,1,8,2,3,2,6,13,1,3,7,5,4,9,3,6,2,3,5,2,2,4,5,5,2,13,9,2,14
Ander Laka,M (C),A. Bilbao,Spanish First Division,ESP,160,55,17,Right,M (C),CM,35500,325,70,89,6,14,10,8,6,1,10,2,2,2,13,11,1,9,7,4,6,3,2,5,3,8,14,5,6,6,6,7,2,13,13,2,14
Andrea Marianelli,M (C),Spezia,Italian Serie A,ITA,177,68,17,Right,M (C),CM,38000,220,65,89,11,14,10,7,7,4,6,1,3,4,7,11,1,7,8,1,9,5,5,6,1,7,14,7,2,2,6,7,3,9,11,3,14
Cristian De Leo,DM,Crotone,Italian Serie A,ITA,183,68,16,Right Only,DM,A,8500,220,44,89,10,8,5,6,12,6,5,3,2,1,9,10,1,1,7,1,7,3,7,4,3,1,5,2,1,2,4,3,2,8,5,2,13
Davide Ghigliotti,D (L),Genoa,Italian Serie A,ITA,177,62,16,Left Only,D (L),FB,11000,220,48,89,6,5,3,6,8,6,11,1,4,1,7,14,1,3,5,1,1,9,6,7,3,3,7,3,1,3,1,6,4,14,8,3,14
Diego Tartarini,M (C),Spezia,Italian Serie A,ITA,183,69,16,Right,M (C),CM,2300,0,39,89,11,11,13,7,4,5,13,2,3,1,14,8,1,4,8,1,6,8,11,2,2,1,10,6,4,4,5,3,2,7,7,2,6
Edoardo Villa,GK,Milan,Italian Serie A,ITA,182,67,16,Right Only,GK,G,5250,220,50,89,5,5,1,6,3,3,3,9,13,2,6,9,1,3,2,3,3,6,6,1,9,2,1,2,1,1,6,11,7,6,10,3,12
Elias Bördner,GK,Eintracht Frankfurt,Bundesliga,GER,184,70,17,Right Only,GK,G,22000,55,66,89,5,5,1,6,3,3,2,4,13,2,6,11,1,1,2,3,1,11,10,1,10,3,2,2,1,1,3,11,9,14,6,7,12
Federico Magistrelli,D (C),Spezia,Italian Serie A,ITA,177,63,16,Right Only,D (C),CD,8000,220,44,89,6,1,1,4,10,5,3,3,1,1,5,12,1,3,13,1,1,6,8,9,4,1,4,2,1,2,1,4,3,9,10,1,9
Jacopo Pezzoli,GK,Torino,Italian Serie A,ITA,194,80,17,Right,GK,G,3800,220,45,89,2,3,1,4,2,3,1,8,12,1,6,5,1,2,3,1,3,4,9,1,12,3,1,2,3,2,2,7,8,6,3,12,7
José David Menargues,D (RC),Valencia,Spanish First Division,ESP,181,70,17,Right,D (R),FB,21000,300,60,89,7,7,6,7,10,5,6,2,1,2,4,13,1,6,10,3,2,5,10,8,3,1,8,4,4,2,6,9,1,14,11,1,9
Lorenzo Galfano,AM (R),Torino,Italian Serie A,ITA,183,67,16,Left Only,AM (R),IW,13000,220,48,89,9,3,11,6,5,3,5,3,3,1,9,10,1,9,4,4,5,11,8,1,3,11,11,2,8,10,6,2,2,10,7,1,13
Matteo Tomassini,D/WB (R),Roma,Italian Serie A,ITA,176,61,17,Right,D (R),FB,10250,220,55,89,8,6,9,8,10,7,8,2,1,6,7,13,1,3,9,2,5,4,7,6,1,2,12,3,5,5,4,6,2,11,17,3,15
Mattia Bracale,D (RL),Benevento,Italian Serie A,ITA,172,58,16,Right,D (R),FB,4300,220,40,89,7,7,4,7,11,4,7,3,4,1,7,12,1,2,9,2,5,9,5,7,1,8,4,3,4,5,2,5,3,12,10,1,11
Mirco Ferrante,M (C),Lazio,Italian Serie A,ITA,181,65,16,Right Only,M (C),CM,9500,220,45,89,11,10,9,6,5,4,7,2,1,1,14,10,1,5,7,1,6,7,11,2,2,1,13,2,6,4,5,6,2,9,12,2,14
Owen Bailey,D (C),Newcastle,English Premier Division,ENG,182,76,20,Right,D (C),CD,35500,700,69,89,8,5,4,7,7,7,5,3,2,1,8,9,1,4,12,1,5,4,8,10,1,1,7,1,2,4,7,8,3,7,8,2,10
Roberto Natale,"DM, M (C)",Napoli,Italian Serie A,ITA,170,57,16,Right Only,M (C),CM,9500,220,45,89,11,7,15,6,11,4,7,3,1,3,9,13,1,5,6,5,10,9,6,6,3,1,12,6,4,6,6,3,1,12,7,1,15
Samuele D'Agosto,ST (C),Benevento,Italian Serie A,ITA,177,60,15,Right Only,ST (C),P,5000,220,40,89,4,4,4,3,1,6,7,1,2,7,3,12,1,5,1,1,4,1,6,12,2,5,8,12,9,1,3,4,2,11,10,2,12
Simone Cesarano,M (C),Benevento,Italian Serie A,ITA,182,70,17,Left Only,M (C),CM,10500,220,46,89,9,11,13,6,9,3,5,2,3,4,8,12,1,3,8,1,6,11,5,2,2,1,12,5,5,3,4,5,1,13,11,2,13
Stefano Vannucchi,GK,Spezia,Italian Serie A,ITA,182,65,16,Right Only,GK,SK,3400,220,42,89,4,3,1,4,1,3,1,8,12,1,7,8,1,1,2,2,3,3,7,1,13,1,1,2,2,2,3,11,8,10,10,6,11
Tai Ebanks,M/AM (R),Newcastle,English Premier Division,ENG,179,67,17,Right,AM (R),W,5000,120,45,89,3,7,11,6,4,4,7,1,3,1,8,10,1,10,4,1,5,3,6,3,2,10,12,4,8,10,8,7,2,10,7,3,13
Alessandro Roma,M (RC),Atalanta,Italian Serie A,ITA,185,72,17,Right Only,M (R),W,11500,220,52,88,13,11,7,9,5,5,8,3,2,3,9,9,1,4,7,5,9,11,12,7,3,3,9,5,9,9,7,7,1,10,7,2,12
Beak Sehyun,M (RC),Udinese,Italian Serie A,KOR,178,66,17,Right Only,M (C),CAR,4800,220,45,88,11,10,12,8,7,4,7,1,3,2,9,9,1,4,7,5,6,3,10,3,2,9,8,5,6,5,5,6,3,8,10,2,14
Bogdan Stauciuc,ST (C),Torino,Italian Serie A,ROU,180,64,16,Right Only,ST (C),P,10000,220,45,88,5,4,7,4,1,3,7,2,2,6,1,12,1,9,1,1,5,4,7,13,1,11,12,13,12,2,3,5,3,10,8,2,11
Christophe Renault,D (L),Atalanta,Italian Serie A,ITA,182,70,17,Right Only,D (L),IWB,12750,220,55,88,9,7,9,9,11,6,9,2,3,5,8,10,1,3,9,3,4,7,7,7,3,1,8,5,4,4,7,12,1,8,7,2,13
Connor McAvoy,D (C),Fulham,English Premier Division,SCO,189,74,17,Either,D (C),CD,36000,500,65,88,6,1,6,5,10,4,10,3,2,1,7,10,1,3,6,1,2,10,13,8,3,1,4,1,1,1,1,5,3,9,12,1,8
David Omilabu,"M (L), AM (RL), ST (C)",Crystal Palace,English Premier Division,ENG,184,70,16,Left,AM (L),W,5000,120,45,88,6,6,10,5,5,9,3,1,3,13,11,13,1,3,4,1,2,4,11,6,2,10,9,7,7,7,5,6,2,7,11,1,15
Diego Espejo,D (C),A. Madrid,Spanish First Division,ESP,179,67,16,Right,D (C),CD,15000,300,50,88,6,5,1,5,13,6,7,3,1,3,6,6,1,1,13,1,3,9,5,12,3,1,6,2,1,1,3,3,1,8,8,2,7
Federico Rotella,"DM, M (LC)",Torino,Italian Serie A,ITA,173,67,17,Left,M (C),CM,27000,220,62,88,10,9,13,8,11,4,6,2,2,1,8,14,1,5,6,4,6,2,4,6,2,1,14,7,8,8,6,6,3,11,12,3,12
Filip Stankovic,"D (C), DM, M (C)",Karlslunds IF,Italian Serie A,SWE,188,79,20,Right Only,D (C),CD,1700,200,68,88,8,6,6,7,14,7,7,1,1,4,12,12,1,7,10,1,6,12,9,8,2,4,5,6,3,6,3,4,2,12,13,1,13
Gaspare Miceli,"DM, M (C)",Parma,Italian Serie A,ITA,170,58,17,Right Only,M (C),CM,4800,220,45,88,10,9,9,7,12,1,7,2,2,2,7,14,1,5,7,1,11,4,3,5,2,1,14,6,3,5,5,3,2,14,14,1,13
Gideon Obu,M/AM (C),Torino,Italian Serie A,ITA,170,58,17,Either,M (C),CAR,9500,220,45,88,11,13,10,6,6,1,6,3,3,3,8,8,1,8,4,1,7,2,1,4,3,10,9,4,4,4,2,4,1,9,5,1,10
Giuseppe Imparato,ST (C),Fiorentina,Italian Serie A,ITA,173,59,16,Right Only,ST (C),P,10000,220,45,88,7,5,7,4,2,3,11,2,3,8,3,13,1,8,3,1,5,11,7,9,1,12,5,13,8,2,3,5,3,13,8,3,13
Johnly Yfeko,D (LC),Leicester,English Premier Division,ENG,191,71,16,Left,D (L),FB,8500,120,45,88,5,5,4,5,8,3,4,1,1,1,5,12,1,2,8,4,1,9,13,5,1,1,5,1,4,1,1,5,2,9,12,1,13
Khadim Ndiaye,GK,Atalanta,Italian Serie A,SEN,181,71,19,Either,GK,G,6250,475,50,88,4,4,1,3,1,3,1,7,12,2,8,10,1,1,2,1,3,1,6,1,8,2,1,2,2,2,3,9,8,11,11,9,9
Leonardo Bonanno,D (C),Lazio,Italian Serie A,ITA,182,71,16,Right Only,D (C),CD,9000,220,45,88,6,5,5,5,6,7,4,2,3,1,6,9,1,1,8,1,5,6,12,10,2,1,4,4,1,1,5,5,1,11,10,3,9
Leopoldo Vitale,D (C),Benevento,Italian Serie A,ITA,180,68,16,Right Only,D (C),CD,13500,220,50,88,6,2,5,5,12,8,9,1,3,1,4,10,1,1,12,1,2,6,5,11,1,1,6,1,1,1,1,5,3,9,6,2,13
Manuel Chietti,AM (LC),Spezia,Italian Serie A,ITA,169,56,16,Left Only,AM (L),W,9000,220,44,88,4,10,9,6,6,2,6,3,1,1,8,11,1,6,2,5,6,11,3,5,4,8,12,7,13,7,5,2,3,11,4,4,13
Marzio Di Bartolo,M (C),Roma,Italian Serie A,ITA,171,61,16,Right Only,M (C),CM,9500,220,45,88,11,10,9,7,7,4,6,2,2,1,12,9,1,6,11,3,7,4,6,3,1,5,8,6,6,3,5,6,2,11,12,2,8
Michele Besaggio,M (C),Genoa,Italian Serie A,ITA,176,67,17,Right,M (C),CM,12250,220,55,88,11,14,10,6,6,6,8,1,2,1,10,14,1,6,4,2,7,8,8,3,2,1,14,7,6,5,4,4,2,14,7,2,14
Mitchell George,"AM (C), ST (C)",Burnley,English Premier Division,ENG,176,64,17,Right,ST (C),PF,15000,120,50,88,7,6,5,5,5,6,6,4,3,5,7,12,1,7,2,2,7,1,4,11,2,11,10,8,12,6,3,5,4,13,11,1,11
Patrick Zito,D (C),Aston Villa,English Premier Division,CMR,186,81,16,Right Only,D (C),CD,450,120,40,88,5,3,2,4,8,4,8,1,1,1,3,8,1,3,13,1,1,4,12,12,2,1,5,1,1,3,1,8,2,9,13,1,10
Riccardo Barbieri,ST (C),Sassuolo,Italian Serie A,ITA,187,70,16,Right,ST (C),P,10000,220,45,88,5,2,6,4,2,5,7,3,1,8,5,11,1,8,3,1,2,5,7,13,2,11,11,13,11,3,2,5,1,10,5,3,13
Riccardo Colleoni,GK,Sampdoria,Italian Serie A,ITA,191,74,16,Right Only,GK,SK,7500,220,45,88,3,2,1,4,1,4,1,11,12,3,8,8,1,2,1,2,2,9,12,1,12,3,1,2,1,1,2,5,12,10,13,8,9
Samuele Uccellini,D (LC),Inter,Italian Serie A,ITA,183,72,16,Left Only,D (C),CD,8500,220,49,88,6,2,5,5,11,7,4,3,1,1,4,12,1,2,9,5,1,6,12,7,1,1,7,4,4,2,4,4,3,10,17,2,10
Thomas Montaldo,GK,Genoa,Italian Serie A,ITA,192,81,18,Right,GK,SK,21500,220,65,88,5,5,1,6,1,6,2,12,13,3,8,7,1,1,2,1,2,11,15,1,13,3,2,1,1,2,2,4,5,15,7,13,12
Vincenzo Furina,ST (C),Fiorentina,Italian Serie A,ITA,175,67,17,Right,ST (C),P,14250,130,65,88,7,3,7,6,3,9,10,2,2,9,7,11,1,13,4,1,7,1,6,10,4,12,10,11,14,2,6,4,1,12,6,3,7
Adams Kamagate,ST (C),Udinese,Italian Serie A,ITA,182,64,16,Right Only,ST (C),P,12000,220,47,87,4,4,7,3,1,2,7,3,3,4,2,11,1,11,1,1,2,3,7,12,3,8,11,11,12,4,3,4,3,9,8,3,12
Alessandro Foggia,"D (R), M (C)",Benevento,Italian Serie A,ITA,178,64,16,Right Only,D (R),FB,6750,220,42,87,7,6,11,6,8,5,12,3,2,2,7,12,1,4,4,5,6,8,8,5,3,3,8,3,4,4,4,8,1,10,12,2,14
Alessio Ferrari,M (C),Parma,Italian Serie A,ITA,177,62,16,Right Only,M (C),CM,9500,220,49,87,10,13,12,7,7,5,6,3,2,2,12,12,1,4,7,3,5,10,10,4,1,6,9,5,4,3,5,5,2,12,5,1,7
Antonio Borgia,AM (C),Sassuolo,Italian Serie A,ITA,192,71,16,Right,AM (C),AP,10000,220,45,87,9,13,10,6,5,3,5,3,3,2,8,12,1,3,2,1,3,3,13,4,2,10,9,5,5,4,4,3,1,9,7,1,13
Ayo Tanimowo,D (RL),Brighton,English Premier Division,ENG,178,79,17,Right,D (R),FB,27000,120,61,87,11,8,9,9,11,7,11,1,3,5,5,14,1,4,9,4,6,11,10,3,1,5,6,2,2,6,3,8,1,8,9,2,15
Connor Leak-Blunt,M (C),Sheff Utd,English Premier Division,ENG,173,62,17,Right,M (C),CM,28500,350,60,87,9,11,10,7,7,4,8,2,2,4,13,14,1,6,8,2,8,10,7,6,2,1,14,4,2,5,6,3,1,14,11,2,14
Fabio Sapone,"M/AM (C), ST (C)",Crotone,Italian Serie A,ITA,178,70,18,Right,M (C),CAR,22500,475,59,87,10,9,8,10,9,8,10,3,3,8,9,11,1,11,3,8,6,11,9,9,3,11,9,8,7,6,2,6,2,8,9,2,10
Gael Kileba,"AM (RLC), ST (C)",West Ham,English Premier Division,ENG,166,55,16,Right Only,AM (R),W,13000,120,48,87,6,4,8,5,5,5,6,2,4,1,6,12,1,3,3,3,2,6,5,5,2,13,12,11,10,6,4,1,2,11,11,2,13
Gioele Deiana,"DM, M (C)",Cagliari,Italian Serie A,ITA,179,67,16,Right Only,M (C),CM,4800,220,45,87,10,7,12,6,9,4,5,2,2,1,8,10,1,3,3,1,7,2,9,3,1,1,13,3,1,2,2,3,3,10,5,3,13
Jacopo Ricco,GK,Fiorentina,Italian Serie A,ITA,187,70,16,Right,GK,SK,3800,220,49,87,3,3,2,4,1,2,1,13,12,3,4,7,1,3,2,1,3,5,12,1,12,3,1,1,3,2,3,8,12,6,4,8,12
Jhoan Manuel Ozuna Mejia,ST (C),Sampdoria,Italian Serie A,DOM,171,58,16,Either,ST (C),AF,10000,220,45,87,5,4,11,4,1,3,4,3,2,3,5,11,1,13,1,1,5,11,4,6,1,11,13,13,11,4,4,3,1,9,6,2,12
John-Kymani Gordon,ST (C),Crystal Palace,English Premier Division,ENG,184,67,16,Right Only,ST (C),P,5000,120,45,87,5,2,6,4,1,6,7,1,2,7,5,13,1,12,1,1,5,2,10,12,1,6,10,7,4,1,4,1,3,13,6,1,13
Kleis Bozhanaj,"M/AM (C), ST (C)",Napoli,Italian Serie A,ALB,180,68,18,Right,AM (C),AM,19500,190,60,87,7,10,12,6,5,4,3,1,1,6,4,13,1,7,5,1,6,10,6,5,1,12,13,11,10,4,2,1,2,13,5,3,11
Lado Chikhradze,ST (C),A. Madrid,Spanish First Division,GEO,180,70,17,Right Only,ST (C),P,20500,300,55,87,6,3,7,5,2,6,5,1,4,9,6,11,1,8,5,3,3,7,6,13,1,7,8,12,6,3,5,6,2,11,10,3,12
Lorenzo Poverini,GK,Roma,Italian Serie A,ITA,186,62,16,Right,GK,G,5250,220,47,87,4,2,1,5,3,5,1,2,13,3,10,9,1,1,2,2,3,5,12,1,8,1,1,1,3,3,2,6,10,5,9,9,12
Luca Aglietti,D (C),Roma,Italian Serie A,ITA,175,59,17,Right,D (C),CD,4500,220,47,87,3,2,3,5,13,5,7,2,2,1,4,9,1,5,14,1,2,11,4,8,1,1,5,2,4,2,1,8,2,9,13,3,10
Luca Di Ronza,D (C),Benevento,Italian Serie A,ITA,190,85,18,Right Only,D (C),CD,13500,220,50,87,6,1,5,5,13,7,3,4,3,1,6,9,1,5,11,1,2,6,11,6,3,1,6,5,1,1,4,9,1,9,13,3,8
Martino Traverso,D (L),Genoa,Italian Serie A,ITA,175,58,15,Left Only,D (L),FB,8500,220,45,87,6,4,6,6,9,4,8,3,3,3,6,13,1,2,4,5,3,10,9,6,3,1,8,3,2,2,2,7,3,13,11,1,14
Matteo Lucarelli,D (LC),Parma,Italian Serie A,ITA,177,67,17,Right,D (C),CD,16250,220,60,87,9,5,6,7,8,5,9,2,2,2,7,10,1,6,11,7,2,1,9,13,2,1,8,2,7,2,4,9,1,10,15,1,8
Mika Biereth,ST (C),Fulham,English Premier Division,ENG,181,66,16,Right Only,ST (C),P,6000,120,50,87,7,4,7,5,1,3,11,2,2,4,6,7,1,13,3,1,1,10,7,13,1,7,12,13,9,5,4,3,2,7,10,2,12
Nathan Carlyon,"DM, M (C)",Newcastle,English Premier Division,ENG,179,66,16,Right Only,DM,BWM,9500,120,45,87,10,12,7,8,11,5,6,2,1,1,10,11,1,5,7,4,6,1,9,4,3,1,11,5,3,5,4,2,1,9,14,2,10
Nicola Bertola,D (C),Spezia,Italian Serie A,ITA,192,78,16,Right Only,D (C),CD,8000,220,44,87,4,2,2,3,11,6,3,3,3,1,2,8,1,1,12,3,2,8,12,12,1,1,4,1,1,1,1,2,1,6,4,2,8
Oliver Wright,GK,Southampton,English Premier Division,ENG,183,68,16,Right,GK,G,11250,120,50,87,4,4,2,5,1,3,1,6,12,2,6,8,1,1,1,1,1,7,5,1,12,1,1,2,2,1,5,9,8,13,9,7,8
Simone Lipani,D (C),Genoa,Italian Serie A,ITA,176,66,16,Right,D (C),CD,13500,220,60,87,7,2,5,1,10,9,3,3,3,4,5,7,1,2,14,4,1,7,6,9,1,1,6,1,1,1,2,11,1,7,13,1,11
Tommaso Castiglione,M (R),Genoa,Italian Serie A,ITA,189,68,15,Right Only,M (R),W,11500,220,47,87,11,7,8,6,5,4,11,1,2,1,7,13,1,3,4,4,3,8,11,4,1,3,10,5,7,9,4,1,3,12,10,3,11
Unai Vélez,"DM, M (C)",A. Bilbao,Spanish First Division,ESP,175,65,17,Left,M (C),CM,23500,300,60,87,10,12,11,7,11,4,6,1,2,3,11,12,1,5,6,1,7,7,4,4,2,1,13,2,2,5,6,3,2,10,14,3,14
Alessandro Tassotti,D (C),Udinese,Italian Serie A,ITA,187,74,17,Right Only,D (C),CD,4500,220,45,86,5,4,1,4,12,6,5,3,2,4,5,12,1,2,6,1,4,9,9,11,3,1,4,1,1,3,1,7,1,11,15,1,13
Amer Mehic,M (C),Atalanta,Italian Serie A,BIH,170,57,16,Right,M (C),CM,9500,220,47,86,11,12,10,7,4,1,6,3,4,1,7,9,1,7,8,1,6,4,4,4,3,8,12,5,3,5,5,3,3,10,7,3,12
Andrea Milani,"M/AM (C), ST (C)",Fiorentina,Italian Serie A,ITA,176,65,17,Right Only,AM (C),SS,7000,220,50,86,8,9,9,7,4,5,7,3,2,4,10,12,1,7,4,3,6,9,7,8,2,8,11,8,8,4,3,7,2,11,14,3,14
Andrea Rudella,ST (C),Verona,Italian Serie A,ITA,182,74,17,Right Only,ST (C),P,21000,220,59,86,6,4,8,5,4,7,5,3,2,3,5,12,1,13,4,1,2,5,7,13,2,8,12,11,10,3,5,5,2,10,8,1,13
Daniel Chesters,"AM (RLC), ST (C)",West Ham,English Premier Division,ENG,193,79,17,Right,AM (C),SS,15000,120,50,86,7,7,7,6,5,6,8,1,1,4,8,12,1,4,4,1,7,10,14,7,1,12,12,12,10,7,4,2,3,9,11,3,13
Davide Bonacini,"DM, M (C)",Parma,Italian Serie A,ITA,177,63,16,Right Only,M (C),CM,12250,220,55,86,10,9,13,7,11,4,8,3,3,3,11,13,1,4,5,3,5,11,9,5,1,1,13,6,2,5,5,5,1,12,8,3,13
Davide Dainelli,GK,Fiorentina,Italian Serie A,ITA,190,70,15,Right Only,GK,G,9000,220,47,86,3,4,1,5,3,5,1,5,13,2,7,9,1,3,2,1,1,5,12,1,9,2,3,3,3,3,5,10,10,6,7,13,9
Fabio Frattini,GK,Parma,Italian Serie A,ITA,186,68,16,Right Only,GK,SK,3400,220,45,86,3,3,1,4,3,4,3,7,12,2,6,12,1,1,3,2,2,5,11,1,5,2,1,3,3,1,3,10,9,4,11,6,11
Federico Todisco,D (C),Torino,Italian Serie A,ITA,180,68,16,Right,D (C),CD,10000,220,48,86,5,1,1,4,10,6,10,2,2,1,5,9,1,4,5,2,1,9,9,9,3,1,5,4,1,2,3,9,4,13,8,2,13
Filip Jörgensen,GK,Villarreal,Spanish First Division,SWE,183,70,17,Right Only,GK,SK,15000,55,55,86,5,5,2,6,2,3,5,9,13,1,8,8,1,3,1,3,2,9,8,1,10,1,1,1,3,3,2,10,12,7,9,5,13
Filip Marschall,GK,Aston Villa,English Premier Division,ENG,188,68,16,Right Only,GK,SK,7500,120,45,86,3,3,1,4,2,3,3,3,12,2,8,11,1,1,1,3,1,3,12,1,7,1,1,3,1,1,1,8,6,15,10,9,9
Gian Marco Neri,M (RLC),Fiorentina,Italian Serie A,ITA,176,61,16,Right,M (R),W,9500,220,51,86,11,9,13,7,6,3,7,1,4,4,8,13,1,5,5,4,4,9,7,2,2,1,12,6,7,6,5,5,1,13,20,1,13
Idris Odutayo,D (RC),Fulham,English Premier Division,ENG,185,71,16,Right Only,D (R),FB,6000,120,50,86,7,5,7,7,8,6,6,1,1,3,5,10,1,4,12,5,2,5,9,5,2,1,7,4,6,2,3,7,3,9,16,1,10
Javi López,AM (RLC),Marbella,Spanish First Division,ESP,170,67,21,Right,AM (C),AP,42500,500,79,86,9,10,14,8,4,2,8,2,2,6,9,13,1,9,6,3,7,9,7,5,2,13,11,6,14,7,7,8,1,13,5,3,13
José Contell,"AM (R), ST (C)",Valencia,Spanish First Division,ESP,172,63,18,Right,AM (R),W,25000,300,60,86,7,5,6,6,2,3,6,3,1,7,10,13,1,9,4,4,5,2,4,11,3,7,10,12,12,6,5,7,3,13,7,4,13
Kyran Henderson,AM (RLC),Crystal Palace,English Premier Division,ENG,169,56,16,Left Only,AM (L),W,7000,120,45,86,6,7,5,5,4,4,6,1,4,4,9,13,1,5,3,4,6,5,4,5,3,8,9,6,11,8,4,5,2,11,10,3,14
Lorenzo Franco,D (C),Lazio,Italian Serie A,ITA,192,75,16,Right,D (C),NCB,9000,220,50,86,6,2,4,5,12,6,8,1,1,1,6,13,1,4,13,1,1,5,13,9,1,1,5,5,1,3,1,7,3,13,12,1,12
Marco Chiricallo,D (C),Genoa,Italian Serie A,ITA,178,65,16,Right Only,D (C),CD,4500,220,45,86,5,1,3,4,12,5,3,3,1,2,4,13,1,1,7,1,1,11,9,6,3,1,5,1,3,4,2,6,4,12,1,1,12
Marco Lanzi,GK,Sassuolo,Italian Serie A,ITA,183,69,16,Right Only,GK,G,7500,220,45,86,4,4,4,5,3,5,1,5,13,3,9,9,1,2,3,2,2,9,11,1,7,2,3,1,2,2,4,9,6,11,8,12,10
Massimiliano Mignogna,D/WB (R),Crotone,Italian Serie A,ITA,195,77,16,Right Only,D (R),FB,8500,220,45,86,6,6,7,6,12,6,8,3,1,1,4,10,1,4,7,5,1,7,14,6,3,1,8,2,5,6,3,4,4,9,13,3,14
Matteo Andreano,M (RC),Juventus,Italian Serie A,ITA,182,66,16,Right Only,M (R),W,9500,220,45,86,11,10,11,6,2,4,11,3,1,1,7,13,1,6,4,2,2,7,11,4,1,4,11,3,6,7,4,4,1,13,11,2,13
Nathan Jenkins,ST (C),Brighton,English Premier Division,ENG,186,69,15,Right,ST (C),P,15000,120,50,86,7,5,9,6,1,7,5,2,2,5,5,9,1,9,6,6,4,5,10,4,2,12,13,14,9,2,6,4,3,10,9,2,12
Pietro Boer,GK,Roma,Italian Serie A,ITA,193,74,17,Right,GK,SK,3800,220,45,86,4,2,1,5,1,3,2,11,8,1,9,13,1,1,1,2,1,1,11,1,13,1,1,1,3,2,2,8,5,7,3,9,13
Roberto Battaglia,"AM (RL), ST (C)",Sassuolo,Italian Serie A,ITA,162,55,17,Right Only,AM (L),IW,5000,220,45,86,9,8,6,7,7,2,12,1,2,3,10,12,1,9,5,5,7,8,4,8,4,4,8,9,10,9,6,4,2,9,7,1,10
Stefano Agostini,D (L),Genoa,Italian Serie A,ITA,175,65,17,Left,D (L),FB,25500,220,60,86,7,5,6,7,10,6,12,1,1,1,7,14,1,3,7,6,2,3,7,7,4,6,9,2,2,2,3,6,1,14,13,3,14
Stefano Torromino,AM (L),Crotone,Italian Serie A,ITA,176,59,15,Left Only,AM (L),W,9000,220,44,86,10,7,6,5,4,2,6,1,2,1,6,12,1,6,1,2,4,2,4,3,2,15,11,4,11,8,5,2,3,12,12,1,12
Tommaso Ferrarese,M (C),Verona,Italian Serie A,ITA,179,65,16,Right Only,M (C),CM,9500,220,45,86,11,14,6,7,4,5,7,2,2,1,8,13,1,5,7,1,8,5,10,2,2,1,11,2,2,5,5,5,2,11,7,2,13
Tommy Williams,D (R),Sheff Utd,English Premier Division,ENG,180,67,17,Right,D (R),FB,15250,120,52,86,7,5,7,7,12,4,6,3,1,1,7,11,1,4,6,4,1,2,11,5,1,7,11,2,3,4,1,9,2,12,15,1,14
Walid Retibi,ST (C),Cagliari,Italian Serie A,TUN,180,67,17,Right Only,ST (C),P,8000,220,50,86,5,4,12,4,1,5,2,3,2,4,5,12,1,12,2,1,1,1,9,12,3,14,12,8,12,4,4,2,2,12,12,1,12
Adrián Gómez,M (C),Güemes (SdE),Spanish First Division,ARG,164,59,24,Right,M (C),CM,79000,450,80,85,11,14,11,7,9,4,7,3,1,3,14,14,1,8,9,1,6,10,1,7,1,1,14,9,5,9,6,9,3,14,13,2,14
